Datacron new Dataset Analysis 
----------------------------- 
Cell size in degrees used: 0.01
Time step size in days: 0.08333333333333333
Number of top-k displayed: 10
Neighbour Distance: 1
--------------------------------------------------
 
Results: 
----------------------------------------------------------- 
POLYGON ((-4.490877 48.370166, -4.4808769999999996 48.370166, -4.4808769999999996 48.380165999999996, -4.490877 48.380165999999996));17179.353962101963
POLYGON ((-4.490877 48.380165999999996, -4.4808769999999996 48.380165999999996, -4.4808769999999996 48.390166, -4.490877 48.390166));12984.13408364451
POLYGON ((-4.500877 48.380165999999996, -4.490877 48.380165999999996, -4.490877 48.390166, -4.500877 48.390166));12767.797070384308
POLYGON ((-4.460877 48.380165999999996, -4.450877 48.380165999999996, -4.450877 48.390166, -4.460877 48.390166));7007.307457816384
POLYGON ((-4.330877 48.090165999999996, -4.320876999999999 48.090165999999996, -4.320876999999999 48.100166, -4.330877 48.100166));5808.287312475861
POLYGON ((-4.4808769999999996 48.380165999999996, -4.470877 48.380165999999996, -4.470877 48.390166, -4.4808769999999996 48.390166));5726.363839250291
POLYGON ((-4.5208770000000005 48.360166, -4.510877 48.360166, -4.510877 48.370166, -4.5208770000000005 48.370166));4583.656856135989
POLYGON ((-4.5208770000000005 48.370166, -4.510877 48.370166, -4.510877 48.380165999999996, -4.5208770000000005 48.380165999999996));4525.0557410539295
POLYGON ((-4.4808769999999996 48.330166, -4.470877 48.330166, -4.470877 48.340165999999996, -4.4808769999999996 48.340165999999996));3642.924446741615
POLYGON ((-4.590877 48.270165999999996, -4.580877 48.270165999999996, -4.580877 48.280166, -4.590877 48.280166));3187.2232818010993
